macket_id,macket_size,fk_macket_to_formatType,macket_height,macket_width,macket_specific,macket_DATE,macketVARCHAR
983,29.9,1,1237.2,729.7,UX\UVKZPUUZGJKUU_ICRPY\RCGESUCQFZC,3/13/2011,
984,35.1,4,3291.1,3225.2,]JOBJSQ]DV__Q^LYORLHX_NTLCDPAS_H[I,3/14/2011,
985,42.2,2,3607.2,3476.9,OUALU\YHR_ISB\FKOW[EW[NRCFKTMSEX_Y,3/15/2011,
986,23.3,4,2955.5,2479.8,H]XS\EGPM^S]D]BRVR[QUH^NQCQVNCGOMK,3/16/2011,
987,41.1,1,2680.6,1845.5,XUAWGCYGNO_WC_M^FYSVL^G^NRMJZRBM^N,3/17/2011,
988,42.9,4,1782.3,553.6,_ZW_FZXUXBAL]YVJVEKZ\ETIYZBYNE\_UK,3/18/2011,
989,17.4,3,3871.7,3603.8,AKQ][AUWCGR[CWOKVYT_NXICRMRFIGKMPL,3/19/2011,
990,27.4,5,3059.1,1817.6,OK[Q[YHSFQSYAMQCJTPPT]___UCZUYJ_\[,3/20/2011,
991,30.6,1,3182.3,903.2,I[KZLUGPGQM[OMUKF^TGIJFOQCXB[QR\M^,3/21/2011,
992,37.8,3,3600.6,2517.4,OEDN^BAC[CWWHTMUV[DUYQQ^G_NML_APDH,3/22/2011,
993,36.3,5,1741.4,695.4,NPJCWWZHCMP]FETTPG[QTFWSA_S]HXGTFT,3/23/2011,
994,36.5,5,593.5,3529.1,MDCE]PY[]UYSISJPVRNZPH\_]SMK\R[IMS,3/24/2011,
995,11.2,4,2069.9,2250.8,DHWBENEWQSQEPAWGBBB\UISYEHWTRQLSE^,3/25/2011,
996,28.8,5,1632.5,2828.5,NYTOMGN\AIUGDXG_WBDKZSLSB_EERPKOXC,3/26/2011,
997,24.2,1,1347.4,659.8,MHTPJPB\VD[RUJMB[NBMPS_\RMN^U[JZLI,3/27/2011,
998,46.6,1,2932.3,2694.2,NLSLWZV[DJB[_OEEBRWUVI[]SD]ERIEQVV,3/28/2011,
999,5.5,1,3200.5,1651.5,VQXXYE[XHOYMMBFBICWV]ZJLZBPJ\ASQPQ,3/29/2011,
1000,35.8,1,1940.8,2633.4,P^IIIAQAX^UPTUEQXCAYRHKUNF[PZ]GVT[,3/30/2011,
1001,25.2,5,3165.4,617.7,EOMEGOX_ZCV\LC\UN\UGRVR\RH\L\MNCNV,3/31/2011,
1002,8.7,3,764.7,2348.6,PNOXQASFVG]ZW_WPM\\H[K_MFMFKH_WBHC,4/1/2011,
1003,14.8,2,1715.5,1004.9,HZKMX\VUEGKRZGLWUQDHQEYB_CESWL\QKJ,4/2/2011,
1004,8.1,4,3242.2,1153.5,X_BV_YQIIMZASC\GZELV^ELRTUPFSP\]SO,4/3/2011,
1005,42.8,5,3434.2,879.6,ZQAO]YKCMYXAQAJQZ_DR^DCH^MCHVS_LFC,4/4/2011,
1006,5.3,2,3070.9,1687.8,TMT[[VSHML]\_AD[D\UNRSPVHDX^INWPMX,4/5/2011,
1007,13.4,3,1135.2,1119.1,ACDWLUBG[MN\^E[ATRIG^C[J[LAR_DMNP_,4/6/2011,
1008,22.2,2,2187.1,3004.4,HT^IVKFHAYNWQLMCRDSNCSTLV\BN]SLLU],4/7/2011,
1009,37.4,3,3467.3,2654.7,[QCZV^TUYADAWFATBUJI_KZM_VKBAHTUCJ,4/8/2011,
1010,25.1,3,1437.7,2262.9,OSW\IORTN\EO]WSTBPBRASAO_TL^NFPE\H,4/9/2011,
1011,26.9,3,755.3,1092.1,RZV]V^BNIVMRWNFGE^ECZQ[^X\ETM_^EYJ,4/10/2011,
1012,21.8,4,631.2,2692.3,A\J[XTZWAHJFLUMHK[HLZQOQCXG]HXPZWQ,4/11/2011,
1013,43.3,2,2851.6,2140.3,NOJNUVMGWMPHB[RRT[IZO_ICXTQJDAUHSM,4/12/2011,
1014,9.9,3,919.7,3004.5,XSJJOSQ^W]_IWIRR[RC^]VICNFCB^JFVA\,4/13/2011,
1015,39.2,2,1981.6,3208.8,GIRCPWRDXJAYSTTLDMPNRK_]RQGPQATQWS,4/14/2011,
1016,10.4,5,2154.3,572.3,JCCSU]_BPDYN]WHPDDE^DQPZPPRVYHD^VV,4/15/2011,
1017,39.5,1,903.1,2496.9,I[SLCNVNLGZZFEAKP_MH[T\ZMHDXDTPNTH,4/16/2011,
1018,36.7,1,3697.3,2006.4,VRDKURNCNVSKXD^WBFGPGLL\MIOE[][^UC,4/17/2011,
1019,10.4,4,3617.5,1421.3,XS\]V^E^ZARA^R^^\TBCYO]X[ENZFJJTXD,4/18/2011,
1020,25.4,3,2465.1,1688.8,\KDUAUD]Z^XV\L^_ECELBF^MQZQQYZRIYB,4/19/2011,
1021,10.8,3,833.7,3746.8,ZVALZZRXD^OCETENTBAFYIEOGO]PRO_JYL,4/20/2011,
1022,46.2,4,2011.2,1289.5,[ANI^SU\LXJWQHJS[RTJ[MLI\[HPBOYIHD,4/21/2011,
1023,20.8,3,3419.9,706.4,OUPYIX^EMITISOA]HEXCCUG[GZZ[]RR]DB,4/22/2011,
1024,29.9,4,2992.4,2730.5,MMSVGLRRT^CNLEB_UEDI\QPVIPW\DRUHL^,4/23/2011,
1025,26.6,2,2007.7,3798.8,PZKUB]^_ZBXWXJWHEJUVMFUHDCHGZJRF^X,4/24/2011,
1026,37.6,5,1058.1,2848.7,D]YNZUVROTK^]V]JWZD^^IYHNKEUAMR_TH,4/25/2011,
1027,13.8,4,3158.7,3031.2,\KVF[S^XNU^TJ[JBOREGU^QDKKIS^EERG[,4/26/2011,
1028,25.7,3,677.7,3220.2,OLMMK\BLA^GJEU[OX\MWBYVCKPLQWEQHNM,4/27/2011,
1029,33.3,4,2963.5,940.6,\IGIB_DLCEKILFA]^[CGTKSPCSGJYPS[]M,4/28/2011,
1030,10.4,4,814.3,2579.5,BMUR[RQRKSPEX^Y__HXQJ][HCUFK_^O[ID,4/29/2011,
1031,23.4,4,1944.5,2012.1,QTDEOVCD]N^OLGMBGGKWODWNI_FAAGI\BL,4/30/2011,
1032,20.5,1,2415.3,3011.3,_KD]Z]Z_IXU]X\\VHOVF\W^ITHTOQ^FFHZ,5/1/2011,
1033,43.1,4,1218.3,1942.9,H]]_ZHHFZCMMZTH[_VG\KGVYQUXYMWDHSN,5/2/2011,
1034,40.3,2,955.3,2426.2,ZER^LOHHKXBAMEN\NYFGXOUEOB^OSRDMPR,5/3/2011,
1035,15.6,2,3342.8,2890.5,HZPIIB]EWKSXGBJ][GGFCTQRRR__[[FY_\,5/4/2011,
1036,9.6,4,3625.3,1003.3,[TXHXOP[LCWVQHAMHQF^FBLVDDRRI[RWIS,5/5/2011,
1037,45.5,5,646.2,2028.1,T^LV_[YLX^]D^NVBZ^YKHY\DEF_UNXMRHH,5/6/2011,
1038,34.9,2,2902.4,2773.5,JCQ\UMBQIZWI_LJYGINTLN]P^N_LBVX]TY,5/7/2011,
1039,45.6,3,2851.2,1426.7,XTNVPCXTGI\T[C[NO^VYQIKSZK_M]KV\J[,5/8/2011,
1040,47.9,1,3604.1,2969.6,IWBEDXPPS_DMSOW[[ABCBVJV]DLBMDIXGE,5/9/2011,
1041,25.1,2,758.8,1973.6,XVW]CMXKWZV\MN]O[CKKKKDFMWLX[Z[GE^,5/10/2011,
1042,43.7,5,1637.4,3964.1,OEJDT[XDKT[QLDKBM^VBZYPOKH\WBNSDPT,5/11/2011,
1043,11.3,4,3342.9,1433.1,L]ENDSQXFHK^RS^JJMMUZ]MTRJVBIJ\NQU,5/12/2011,
1044,37.3,5,3751.2,2506.9,[QEFNLHFH\WRJXQJY^OCKOT[GHSKZBMD[E,5/13/2011,
1045,36.9,1,2874.3,3104.3,ZPDH]_\I]YIFDRWBL]KOYJZISM^LUC[^CL,5/14/2011,
1046,11.3,1,3078.9,857.6,RLEB_QBXYZ^AWRPNL_AJWT_I\TGCD^EMTH,5/15/2011,
1047,43.3,4,2036.2,1098.7,Y_WPTAQIRISMQCGYVL_HJ]DBTW\NQN[^\C,5/16/2011,
1048,22.4,1,3635.3,3351.8,LXWMJTBKZUZANS]TVBOAGKAOTKUXSNIJRW,5/17/2011,
1049,18.3,3,1156.3,3639.8,_EDMRRK]ALLQE]ZLF_EBXDLDYLVHO\CNIN,5/18/2011,
1050,41.1,1,2444.7,2515.1,EGALHTHHDEI[]]TR][KONVUY]ZERIG]XBX,5/19/2011,
1051,16.8,3,3241.6,645.6,NPU^PWYVNKLVLQCQCMVBAFIZRFBGVVRMSC,5/20/2011,
1052,14.6,1,795.7,3606.8,PNLI\_MUKRNFGGDITGJVVWAGX^OPLTQDT],5/21/2011,
1053,45.5,1,1419.2,2716.4,CU\_Z_Q^_ZZ^NVER_MZPMBLR_^^ROZ^BHU,5/22/2011,
1054,22.9,1,3997.7,1724.8,XVCUZ_LFY]EW\B]PJP\JONFFYDYDZAW[CP,5/23/2011,
1055,38.6,5,3262.4,2113.9,PMWUSXUGURBDZ\HTK[E[]DYIDJDDTOEPMN,5/24/2011,
1056,5.2,4,3413.6,3220.7,UTB___MCMDCQOPJR\DIC^C^\C\WKXIWH[S,5/25/2011,
1057,42.2,5,3519.5,2204.5,LIJ^\NEES[THXWEPD]JVVL]A]J]KCLOP_X,5/26/2011,
1058,12.6,4,3192.7,2594.4,QBK^AHFOHVPDXZWCD^[BJYZ_Q]DEEQJW\M,5/27/2011,
1059,36.4,1,3452.2,1217.7,\EU]VQKVJATPZJQQPAEKABOAGDZO\GX]BB,5/28/2011,
1060,33.9,2,3515.2,986.1,YR_XC]KJO[MWAIL[MO[Q\VO_SCSGRR]ZIO,5/29/2011,
1061,39.7,2,3717.6,2782.2,ZO\[DILO_[YM[QIWFWP[JGOIWUESVDMMA\,5/30/2011,
1062,17.8,5,3025.1,1424.7,[ENIR[MRDRD\A^E\NR]C_IM\IQ_OH_CSEX,5/31/2011,
1063,36.4,3,1074.4,3614.2,RLEEMN^JPWDUZV^ZMA]WUXHXD\\KRM^HA],6/1/2011,
1064,19.4,2,2638.6,559.4,I_Q_NWRM^AFH[J[\JILXCHIUS_Y[KLG^N[,6/2/2011,
1065,42.5,4,3744.6,1663.6,CYQJDGVHJDRCVEFUEEA\N_V][RKABPSJ[M,6/3/2011,
1066,20.5,2,3837.2,1429.1,DPQ_ZPJXWUQ^UKW^_DGYOL]WXRFTHMUHWX,6/4/2011,
1067,42.1,5,2257.3,595.3,GZNHFG_\ZFPLTJVMDBYZW]G^TOGFZXTHVA,6/5/2011,
1068,23.8,5,1293.6,1833.5,]RYB]PPNFGCC__KGD\AXV]DEPOG^TTD]ZZ,6/6/2011,
1069,16.1,2,3351.8,1804.3,^FHZV[OMQSSME[]]IZYARM[QZ_K[KGWODA,6/7/2011,
1070,43.5,5,1456.5,3693.6,IOM_ZPY_QPY^CQ^]WBBOWP\U]BOYJUJU[\,6/8/2011,
1071,28.1,5,2453.6,3095.9,AIU]IVSBOG_XLYBYDXXAYU]AK_YWE[LH\J,6/9/2011,
1072,21.9,5,3800.7,2989.8,UEAXTLBC^^G[FIZOBW[MQZYUNPS_[\KKCX,6/10/2011,
1073,40.9,4,1124.4,681.3,GLCZWRTT^Z]HO\ABOHVZ[VJWRRLAZDADET,6/11/2011,
1074,45.2,5,2804.7,3601.9,DTPQSK[GKQ^ACQIXMHNNWL]XREBMFXCCXW,6/12/2011,
1075,15.3,2,739.7,3007.9,AJJCN[AV\GV^KBMWQJ^VRRFFAVBAOPEJCN,6/13/2011,
1076,31.3,2,3620.6,1621.2,V_KRW^AL]\^DZRJLUKTURY]IOXVEWAYRGH,6/14/2011,
1077,47.5,4,3657.8,1031.1,TYJZYZRZR\DER[WDQPHIJBWMFL^WGSD^NF,6/15/2011,
1078,22.6,5,3034.8,1569.2,PQVKZMAGW\NV\VIK^HQ]GN__JQWFLBCUGY,6/16/2011,
1079,5.2,5,918.7,1042.9,^CJFONSRZRW[ZXO\A^RYZNLRWDQIWMRMUC,6/17/2011,
1080,39.1,5,3819.3,2966.3,GACB\OEVN[ALLOSET^\KUWVZ^ZVSA^_EUU,6/18/2011,
1081,9.5,4,2944.7,3771.8,]FTQR^WGGHQ[VPBABVTOIEJBMHUTHA]]MY,6/19/2011,
1082,10.6,5,892.1,3891.3,LCTVAPQXKMT[[T[SLXZORUERBL^\E\_N_E,6/20/2011,
1083,23.6,4,1593.2,3617.4,QZHI_IGL^JUMQFTQ^OFPUV[E\PVAID]XGF,6/21/2011,
1084,30.8,2,1907.9,1230.9,HKX^^ZLERXFXPII]GQR[GQCH[_PTF[[KFO,6/22/2011,
1085,15.2,3,2983.7,2703.8,VWOCVKSDCPUCBZOL[LYQ\\TL]XCHZX\]SO,6/23/2011,
1086,8.1,3,1586.8,2936.7,CP[EEMI^YATPHQRYTJBMMYCSVZZSA^Y\BP,6/24/2011,
1087,12.7,1,2652.6,2303.9,IPQA[[PHDDAYKK]QXUHYFZKDRRNKB[^VVG,6/25/2011,
1088,43.6,1,2621.6,752.6,GIH_LJ]\YFT\CDFIWNXJIGIGXT_XBNANYN,6/26/2011,
1089,15.7,5,1477.1,1151.3,XIHHZHJTOKWDUDDTXOMP_NOTKGXHAWOCRI,6/27/2011,
1090,18.8,2,1901.1,964.8,TXR_\EXA]KPIRC\J_CL^KENFTC]H^JFYPG,6/28/2011,
1091,27.4,4,614.3,1665.4,_ZKXR_^EYNE]GLH]YDCPVPMLIICWG]^QV^,6/29/2011,
1092,44.9,1,1015.5,2256.4,PYJ_CHVVLU\XBHBVNPIRA\RWRVGM_NAAZI,6/30/2011,
1093,39.4,4,3763.9,2766.7,^CASXHBRIV_Z^A^ZURE[MR_TBS]IFZM\TV,7/1/2011,
1094,43.6,3,2819.7,3917.5,MLFQYE]CFETOWH\A]SS\LLCJY_[AFBY]BW,7/2/2011,
1095,27.9,3,1333.5,1122.7,SWK^YGKJDCPRKZGQEE]WGZMZ\V]ZWNDCTE,7/3/2011,
1096,35.2,3,3597.1,2563.6,LYYDHM\JAJGESGA\[W[_LGJVUUD^EVGSC\,7/4/2011,
1097,20.8,2,2442.1,970.6,__XABNLAPA_QYU^DED]]FKYEWKQMT]VAAP,7/5/2011,
1098,11.5,2,2618.4,2328.1,Q]SPULKD^\ZRVVRYG_OWA\SAYUZODIP]\Z,7/6/2011,
1099,45.5,5,3128.1,3106.6,MZUBETCN_[RWCXNT[IYLB[QNGLPY[JODDO,7/7/2011,
1100,13.3,5,1485.4,1186.9,RMWZHFXRSQJMTHU[ENKXIARYOYPYIY]FS\,7/8/2011,
1101,30.8,2,3517.9,3759.6,U][BSKADGM\JCLL\RQBEFE_PRVP[HKBQXQ,7/9/2011,
1102,35.1,4,860.4,3791.3,BTJVT[EKIIPUBSNBHQ[KQJW[RFSKEXZO^K,7/10/2011,
1103,36.4,5,1434.3,950.7,\EDH^Q_DODV]RZLRU[ZCIFNZ\ZSNVGRNCS,7/11/2011,
1104,20.1,3,1156.7,3598.7,IHYGHAI]GL\ODEA]WOF\V][UONEALBOINT,7/12/2011,
1105,18.3,3,2540.8,3225.6,IT]ZQQDKLWNDLUZE\NIZJIMF^VJ_ZEQUT],7/13/2011,
1106,46.9,1,1547.5,2304.5,JJVQIZQWLCOIE_G[FJBRKA\S]RQ\BWFOFE,7/14/2011,
1107,12.6,2,775.3,1423.7,HZI[FRGKS_MJLZEJEOV_XFFNF_^^OUVSX\,7/15/2011,
1108,39.5,2,3594.3,3476.9,J_GPC[UCKC_TSZZBBHECVOSTTJK_ZDWQWL,7/16/2011,
1109,28.6,5,2767.8,1190.3,Q]_KXXID]^CM^G[CQLTM]YSS^NHLWGMUTI,7/17/2011,
1110,45.3,4,3268.8,1865.5,WNDXHLJD__]K]YGVCWYOZRZ]KHB[IAVZCT,7/18/2011,
1111,30.8,2,3801.4,2728.8,YMA\HGNEDRYASRUZCVCS^PJAKV_ITZWFN[,7/19/2011,
1112,8.5,4,566.9,1686.2,SJAO_HNKTYODRHVEIXISEVRXOQT\^\HDYB,7/20/2011,
1113,9.6,2,2119.6,1435.5,PDFJNWTV]RIMBM[EANRHUOVSQQ^OXZMYT[,7/21/2011,
1114,7.3,2,1633.8,1807.1,]PF_FGAFMZYZSBDKEDRRNQJJTRHXNSCUMG,7/22/2011,
1115,15.2,4,1950.1,3129.9,ADL_CANN_BCYNGAGBBDLXSKXQWCY]\K]FV,7/23/2011,
1116,21.4,5,1455.9,2150.9,OPUSIFD^LQ\VXHGXD]RLQLPXVGZLXNJUDC,7/24/2011,
1117,44.4,4,786.6,798.4,]^YRBQ]\JEMWODCTLNLIIBDY\CBGLS[ZVI,7/25/2011,
1118,48.9,4,1983.6,2435.9,UAQNWPDJ^JIBVCXB^FG[AALUYUWOGXA\^S,7/26/2011,
1119,47.6,1,2796.7,1820.5,PEIDFY[GKCJDTWXB]V\CVYOPHMFYW_HR][,7/27/2011,
1120,34.6,5,2061.4,1604.1,CKACDDXJUZPJIG]DSBKCGBUPHIUEHBO\DY,7/28/2011,
1121,10.9,5,2025.1,2484.7,C[[DNXGZSESLFRTJEJJ\WP_\IVVSWRXJJJ,7/29/2011,
1122,6.1,3,3604.1,2149.4,]DWRHNQKAH_DHCTGOUTXNO[WWUDC_[IW[J,7/30/2011,
1123,41.9,1,3753.4,2404.6,STVT\IJKLVXWVACL]ZK_YYZNZGE\[[P_PF,7/31/2011,
1124,47.5,5,3473.8,1162.7,DW_\HZTOWBEXVF]QE[ZTKCNADLEAQNORWJ,8/1/2011,
1125,25.9,5,1482.5,2307.6,TKXH^MUZ\FTITBB[BATQC[IOYDEBOZVLEY,8/2/2011,
1126,13.5,4,1413.8,3157.8,FJGRJVHJ^VZFPAH_S\ENTRY]UVBBJABL_C,8/3/2011,
1127,45.6,5,3165.8,3447.1,KD]MY\ZXAXJHINQGJTP_XSDCZ[OUY_[ZZW,8/4/2011,
1128,6.6,5,3317.3,2715.2,IQ_XMF\SOAUFP]Z\LXXD]OZCXLYPUPVSDU,8/5/2011,
1129,29.5,5,3666.2,2640.6,NXMAXANVNDI^TFHLXGXAYXPOSOAYYXSHQU,8/6/2011,
1130,48.4,3,641.2,2505.8,G\CLILNBCLBWHFVGZNRGI[XSNOND]YDE[_,8/7/2011,
1131,9.6,2,2545.5,2219.2,LLPN_CNF[[EHMHEVYT]TDQFFX^DRDD]WK],8/8/2011,
1132,13.7,2,2335.4,2125.1,I[X^S]CBBKZXOZHQYNVZ_IILF[KXSWLJLG,8/9/2011,
1133,15.2,2,3678.3,3542.4,_KIE[UEJVPJCU\SRAB\__FWNMOOE^JQ\W[,8/10/2011,
1134,44.7,3,3694.5,948.6,B]XLTQKYRDHK_MGHXIKKFMSFRMCBRL]Y\[,8/11/2011,
1135,7.3,5,3302.2,3545.6,XP\RVUHNGGOVXEJ]GASTTRO[SQYM^[ADKX,8/12/2011,
1136,18.6,4,1919.9,3004.1,^T[CESX^[C[ETSNSDYNOZ[JQF]OQTMBRLK,8/13/2011,
1137,38.9,5,3585.4,599.6,FCGYODUQ_Y^LIO_C[PFXFQ\NLR\YJ\JFSM,8/14/2011,
1138,43.9,4,3433.1,1421.9,RWML]MKM[FPYN_H^SPWHPUEAWAZRUWZBIT,8/15/2011,
1139,19.3,4,1517.9,1704.2,FMXR_IEJAIIPAFMQHOXQS[CDHMVWMBW_G[,8/16/2011,
1140,25.1,3,591.4,1814.4,RHONXQBEJOR]QVMF_WEYZ\ZSLZOF__G^TC,8/17/2011,
1141,39.9,2,3088.6,2665.6,]\GGW_DXZHMPH\CL[^TFOEFSB[YZVVKXPY,8/18/2011,
1142,46.3,3,1937.4,1294.8,\VESEHSLRNIMBN\Z]UWZ[\YJ_YGCDYBBZJ,8/19/2011,
1143,25.4,2,1969.5,1104.8,THFFYBSR_DCBYDCSTDJNL_G]T\A[CMQEEP,8/20/2011,
1144,47.3,1,3227.3,1244.1,WVHQVKH[EIHGBYV]XOMV[[IO[UOXR\VFKF,8/21/2011,
1145,21.3,5,3129.5,1879.8,WDUTPVXJSLAJXKCW_XF\Z^JPQMARQFRITG,8/22/2011,
1146,15.7,1,3146.1,871.8,CYGIRBMM\UHMYA[IPGX[J^H[L^BFBXQONM,8/23/2011,
1147,47.2,4,2911.4,851.3,YCVE\WIUEQFJQCQZHLHYW_GCVQIP]PFEYM,8/24/2011,
1148,24.4,3,1388.2,1227.5,YU[K_L[YICNLJNB_^QQGS[I]R_\\UUOTZQ,8/25/2011,
1149,43.6,2,2999.9,1726.8,TXM^B_KHQUWNTRVX\LO\OALJJ_MTHDVBGB,8/26/2011,
1150,6.3,5,2375.9,594.6,RKG_P_JY]UJZS^IGJZBPP^ASBO]W[EUCVS,8/27/2011,
1151,29.4,3,1108.7,1715.9,F]SOSWVB[UTL_PSDCYNX^BPNSJ\UKMGY]S,8/28/2011,
1152,47.3,1,3665.6,1185.5,A\FHO]Y[\I]TLUFYTVUA^RS\YYPZOZP[GG,8/29/2011,
1153,37.8,5,1442.9,790.5,O]LLSOC__H[KZMRDZTJSMQFV[SDHSSYIE[,8/30/2011,
1154,47.8,3,741.8,1594.7,PEY]VPN_[QCMRQRCW^AZVXPCMWSQOXVYOU,8/31/2011,
1155,38.5,1,2577.1,3842.3,IUKT]_]^HAM]JFMSRN\HK]RGA[SPLWKOE^,9/1/2011,
1156,12.4,4,3166.2,1820.9,DHPE[CMLJWTBAP_G^JQ]YUEL_ENCSZO[PE,9/2/2011,
1157,20.5,1,3823.3,1593.6,YOGGNGHDGFLGUHY[X[]ZXNO\YPVEWM[EOZ,9/3/2011,
1158,24.9,5,3205.4,3858.2,IMNXQQ_FVR_K[BFLE]KSLVCPQFV\XBP_ZG,9/4/2011,
1159,21.7,2,3185.1,3408.2,ZGXFOWUD]LE[_JYZFY]FPJSJGXE]RA\ZJQ,9/5/2011,
1160,23.2,5,1867.3,2833.5,GOBURCIOT^ZSNVF^ACY[GCO_]RH[C]FGUR,9/6/2011,
1161,17.1,4,2227.3,553.1,XOU[MEY]DNNEFBA\NSAMBEJ\]GVVNBOLZW,9/7/2011,
1162,10.2,1,3160.2,564.7,PIBLHLJ]B^]ICXPY]AWYKSZO_VS]V\^_RK,9/8/2011,
1163,28.4,3,730.8,3391.5,BPEGAJA]OOPMPHP]QY_FF]_ED\TVWA\QNZ,9/9/2011,
1164,18.1,3,1094.1,1169.7,TYGPNAD^^GRNHWZX]D]TXRJB_D[OVEUCWT,9/10/2011,
1165,44.9,2,972.8,2254.9,NN^DU^AOHMFHZ^GV]_H_UVEPZ_ZMPXM\YC,9/11/2011,
1166,30.6,4,3000.4,1077.7,AK[RCTNNGFCC_XCB^QJLOR\JCUOOB]NDCK,9/12/2011,
1167,23.6,3,1345.8,585.2,RFUJ[GF[[KUJLO[GZGTRCHWQPISBTIBX[T,9/13/2011,
1168,27.5,5,2083.4,1077.8,ALC^JP_PHY_NIYGF\P]SL]^ABVXWSMSBO_,9/14/2011,
1169,13.3,1,3055.7,1992.2,QPIS\S[IAYLALIOYGW^L]GJY]D^ALZ[H_B,9/15/2011,
1170,12.6,4,1839.5,1280.3,JG^^M\MHSSYV_TWXGJRQ\_NMQLON_MKWLL,9/16/2011,
1171,6.3,2,3344.6,2870.1,P^[F[ZXTGGFYWCVZQOWW]XUIUUWEZZZBWT,9/17/2011,
1172,19.9,3,1669.6,2600.3,DJOOJYFKSKDNJW[DAUEDATKYMFVDR^LAIM,9/18/2011,
1173,48.7,1,1619.4,3492.6,QAEUKJJNEOIBCRSTYKZWIMNBPMHPXWBH[T,9/19/2011,
1174,25.6,4,2521.5,3194.6,CTCGKYDGNT[[TRZHN[_[YUARDFQYPMBE\^,9/20/2011,
1175,37.6,2,1636.9,2973.8,\PYE[]V_YYWET]DSJ[D\\LIHIFIO^EIKVD,9/21/2011,
1176,47.5,3,2366.7,2121.6,NM^PRCI]G\XI\]NMO]XFIRUUAPFPZYDMBX,9/22/2011,
1177,20.8,5,758.6,964.1,YVD\NOXK]DS[BILAIOKQD\B^]O\_PNHPIY,9/23/2011,
1178,11.9,2,1847.3,3404.1,N\VMCWLOE_O\\OVKVDOA[OXQR]LEKKJT]Z,9/24/2011,
1179,13.4,4,1695.9,3571.6,TGT^TVLOFUH]ISVWUS_WEDQWVS^ZNC^RMY,9/25/2011,
1180,11.4,3,2450.5,1667.8,]AP^^FLN]TCDKXPUVSVPCDU^BD^QRVD_CZ,9/26/2011,
1181,14.3,2,669.2,1930.9,PENMSYIYBWMGZX_^PF\SDXRQKKBPFIYBNJ,9/27/2011,
1182,19.5,1,3040.1,3836.5,R^JVRISE\FBWEXZ_FSX^MUAXFFZKCQUTHW,9/28/2011,
1183,41.7,1,1493.5,2203.5,FGXHSGLHITKYUG[CM_X\RUD^Q]VB\JOEHW,9/29/2011,
1184,15.7,1,2836.9,2787.7,^SEGM[ODQIUHEFHJEZMKSZ^N_DAZEPKWW[,9/30/2011,
1185,44.6,2,1478.2,2268.4,RW^E]HKHBTQYZBRNQLVNENAFDKBRCGBH_C,10/1/2011,
1186,28.4,1,1802.5,3656.9,^\^UGZFQXRAM[ENRSDZN\JYT\EHOEMAUVG,10/2/2011,
1187,48.2,5,2273.5,1299.1,EA_QVM_VNPRKNOXPCWZNNBRVW^PRDYMYVZ,10/3/2011,
1188,39.5,2,2181.3,3167.4,EUP]IOBNUQ_RHNCU[IENXJ[JHQ^WH\^^HD,10/4/2011,
1189,44.8,1,733.2,1824.6,MQL_JMWO[YEFGBY_ELJGPP^][FJBO[NNGX,10/5/2011,
1190,38.6,2,2385.7,1199.5,IUC]QRNCXYXEQ\_CSYJ\TKIFM\PGZYEGAF,10/6/2011,
1191,19.8,5,1988.1,2278.4,BLYQASLSJEYXYT\DGBSFDEFXUTEL\W_DPC,10/7/2011,
1192,11.8,3,3561.1,1578.3,GTZSPWGJADHMSJALLKBVHVGBAYMSPEAGSX,10/8/2011,
1193,22.1,3,3437.8,795.7,UCTFNAFFL_FPAILXEA_ZNDWE^QA\AUB]DO,10/9/2011,
1194,27.5,4,1762.7,1748.7,TNRGQDLYN[UR]YMV]MFAVSI[UWUCYZR_J\,10/10/2011,
1195,35.4,2,2511.9,2547.5,LYSPUVETELC]Z]HTXYVKEWHHLVF_DKGIUZ,10/11/2011,
1196,8.3,1,2416.3,2684.6,SEDUT\ZSWPAIMJYTUYQAKPIWBPUMA^]\QF,10/12/2011,
1197,24.6,3,3109.3,1931.1,TKGWZV^IXLRG\JQRKZOW\WVJBWN_PTAQGX,10/13/2011,
1198,47.9,1,819.5,1895.5,VVUUNXV^OLVPZHUBSOP\PYPFK[TXUS^RXJ,10/14/2011,
1199,35.9,4,2465.7,2572.6,KGUTDERF_JSXQYW_EWP^E\BFARFXZAIGWE,10/15/2011,
1200,38.1,5,3766.7,1115.8,WOOZURQJBMXFTCLZED_GXF_YS]UGNVUBXN,10/16/2011,
1201,32.2,2,775.1,1064.6,SW[ERZZULRBWNNEIGZFKU\KMFWWFPNB\R],10/17/2011,
1202,8.7,2,2168.8,2546.8,ZERCWBSBFNRX^OILOGODPN^SBE^LVDWR^B,10/18/2011,
1203,34.5,5,3568.9,1453.1,O]UWG\KUWQ\HBWYSQSU^GPV_ZB\AY^REL],10/19/2011,
1204,31.5,5,1473.7,640.6,GUE^[VJOZYP[CFJITUACWSYCRS]\C]K_]P,10/20/2011,
1205,29.3,3,3320.2,2970.6,C^WIJJ\G[]IBS\DHXJJPGAHTF[WMUWNCRJ,10/21/2011,
1206,36.7,2,3605.8,3457.1,SFNGZWHOEBNXVWK\IDNUXL^H_KSZLUTMEP,10/22/2011,
1207,46.6,4,3222.7,3157.8,SR]B\GPELW\LCLUYSNEQ^[EHAR[GIUG[BL,10/23/2011,
1208,18.7,4,1733.3,1251.1,_MUTFACOZAINXGDEAO[]AFRH^VMSPQO_O^,10/24/2011,
